t,x,y,z
1,3.33333,2.77778,0.0447545
1,3.33333,3.33333,0.0354406
1,3.33333,3.88889,0.0280651
1,3.33333,4.44444,0.0222244
1,3.33333,5,0.0175993
1,3.88889,0,0.151945
1,3.88889,0.555556,0.120323
1,3.88889,1.11111,0.0952829
1,3.88889,1.66667,0.0754535
1,3.88889,2.22222,0.0597509
1,3.88889,2.77778,0.0473161
1,3.88889,3.33333,0.0374691
1,3.88889,3.88889,0.0296714
1,3.88889,4.44444,0.0234965
1,3.88889,5,0.0186066
1,4.44444,0,0.0398976
1,4.44444,0.555556,0.0315945
1,4.44444,1.11111,0.0250194
1,4.44444,1.66667,0.0198126
1,4.44444,2.22222,0.0156894
1,4.44444,2.77778,0.0124242
1,4.44444,3.33333,0.00983863
1,4.44444,3.88889,0.00779111
1,4.44444,4.44444,0.0061697
1,4.44444,5,0.00488572
1,5,0,-0.0611418
1,5,0.555556,-0.0484175
1,5,1.11111,-0.0383413
1,5,1.66667,-0.0303621
1,5,2.22222,-0.0240434
1,5,2.77778,-0.0190397
1,5,3.33333,-0.0150774
1,5,3.88889,-0.0119396
1,5,4.44444,-0.00945486
1,5,5,-0.0074872
2,0,0,0.375212
2,0,0.555556,0.297126
2,0,1.11111,0.235291
2,0,1.66667,0.186325
2,0,2.22222,0.147548
2,0,2.77778,0.116842
2,0,3.33333,0.0925261
2,0,3.88889,0.0732704
2,0,4.44444,0.0580221
2,0,5,0.0459471
2,0.555556,0,0.508228
2,0.555556,0.555556,0.402461
2,0.555556,1.11111,0.318704
2,0.555556,1.66667,0.252379
2,0.555556,2.22222,0.199856
2,0.555556,2.77778,0.158264
2,0.555556,3.33333,0.125328
2,0.555556,3.88889,0.0992456
2,0.555556,4.44444,0.0785916
2,0.555556,5,0.0622358
2,1.11111,0,0.19961
2,1.11111,0.555556,0.158069
2,1.11111,1.11111,0.125173
2,1.11111,1.66667,0.0991233
2,1.11111,2.22222,0.0784947
2,1.11111,2.77778,0.0621592
2,1.11111,3.33333,0.0492232
2,1.11111,3.88889,0.0389793
2,1.11111,4.44444,0.0308673
2,1.11111,5,0.0244435
2,1.66667,0,-0.147894
2,1.66667,0.555556,-0.117116
2,1.66667,1.11111,-0.092743
2,1.66667,1.66667,-0.0734422
2,1.66667,2.22222,-0.0581581
2,1.66667,2.77778,-0.0460548
2,1.66667,3.33333,-0.0364703
2,1.66667,3.88889,-0.0288805
2,1.66667,4.44444,-0.0228701
2,1.66667,5,-0.0181106
2,2.22222,0,-0.251729
2,2.22222,0.555556,-0.199342
2,2.22222,1.11111,-0.157857
2,2.22222,1.66667,-0.125005
2,2.22222,2.22222,-0.0989902
2,2.22222,2.77778,-0.0783893
2,2.22222,3.33333,-0.0620757
2,2.22222,3.88889,-0.0491571
2,2.22222,4.44444,-0.038927
2,2.22222,5,-0.0308259
2,2.77778,0,-0.122667
2,2.77778,0.555556,-0.0971385
2,2.77778,1.11111,-0.076923
2,2.77778,1.66667,-0.0609145
2,2.77778,2.22222,-0.0482375
2,2.77778,2.77778,-0.0381988
2,2.77778,3.33333,-0.0302492
2,2.77778,3.88889,-0.0239541
2,2.77778,4.44444,-0.018969
2,2.77778,5,-0.0150213
2,3.33333,0,0.0528884
2,3.33333,0.555556,0.0418818
2,3.33333,1.11111,0.0331658
2,3.33333,1.66667,0.0262636
2,3.33333,2.22222,0.0207979
2,3.33333,2.77778,0.0164696
2,3.33333,3.33333,0.0130421
2,3.33333,3.88889,0.0103279
2,3.33333,4.44444,0.00817857
2,3.33333,5,0.00647653
2,3.88889,0,0.122181
2,3.88889,0.555556,0.0967535
2,3.88889,1.11111,0.0766181
2,3.88889,1.66667,0.0606731
2,3.88889,2.22222,0.0480464
2,3.88889,2.77778,0.0380474
2,3.88889,3.33333,0.0301294
2,3.88889,3.88889,0.0238591
2,3.88889,4.44444,0.0188938
2,3.88889,5,0.0149618
2,4.44444,0,0.0713866
2,4.44444,0.555556,0.0565303
2,4.44444,1.11111,0.0447657
2,4.44444,1.66667,0.0354495
2,4.44444,2.22222,0.0280721
2,4.44444,2.77778,0.02223
2,4.44444,3.33333,0.0176037
2,4.44444,3.88889,0.0139402
2,4.44444,4.44444,0.0110391
2,4.44444,5,0.00874175
2,5,0,-0.0155312
2,5,0.555556,-0.012299
2,5,1.11111,-0.00973947
2,5,1.66667,-0.00771258
2,5,2.22222,-0.00610751
2,5,2.77778,-0.00483648
2,5,3.33333,-0.00382996
2,5,3.88889,-0.0030329
2,5,4.44444,-0.00240172
2,5,5,-0.0019019
3,0,0,0.0768632
3,0,0.555556,0.0608672
3,0,1.11111,0.0482001
3,0,1.66667,0.0381691
3,0,2.22222,0.0302257
3,0,2.77778,0.0239354
3,0,3.33333,0.0189542
3,0,3.88889,0.0150097
3,0,4.44444,0.011886
3,0,5,0.00941239
3,0.555556,0,0.372364
3,0.555556,0.555556,0.294871
3,0.555556,1.11111,0.233505
3,0.555556,1.66667,0.18491
3,0.555556,2.22222,0.146429
3,0.555556,2.77778,0.115955
3,0.555556,3.33333,0.0918238
3,0.555556,3.88889,0.0727143
3,0.555556,4.44444,0.0575817
3,0.555556,5,0.0455983
3,1.11111,0,0.270439
3,1.11111,0.555556,0.214158
3,1.11111,1.11111,0.169589
3,1.11111,1.66667,0.134296
3,1.11111,2.22222,0.106348
3,1.11111,2.77778,0.0842155
3,1.11111,3.33333,0.0666894
3,1.11111,3.88889,0.0528106
3,1.11111,4.44444,0.0418202
3,1.11111,5,0.033117
3,1.66667,0,-0.00208543
3,1.66667,0.555556,-0.00165143
3,1.66667,1.11111,-0.00130775
3,1.66667,1.66667,-0.0010356
3,1.66667,2.22222,-0.000820077
3,1.66667,2.77778,-0.000649411
3,1.66667,3.33333,-0.000514262
3,1.66667,3.88889,-0.000407238
3,1.66667,4.44444,-0.000322488
3,1.66667,5,-0.000255375
3,2.22222,0,-0.171374
3,2.22222,0.555556,-0.135709
3,2.22222,1.11111,-0.107467
3,2.22222,1.66667,-0.0851017
3,2.22222,2.22222,-0.0673912
3,2.22222,2.77778,-0.0533664
3,2.22222,3.33333,-0.0422603
3,2.22222,3.88889,-0.0334655
3,2.22222,4.44444,-0.026501
3,2.22222,5,-0.0209858
3,2.77778,0,-0.14534
3,2.77778,0.555556,-0.115093
3,2.77778,1.11111,-0.0911412
3,2.77778,1.66667,-0.0721738
3,2.77778,2.22222,-0.0571537
3,2.77778,2.77778,-0.0452594
3,2.77778,3.33333,-0.0358404
